,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
3899,20th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,145,,15,5,2015,23.2495714,87.8681751,0.210766402,12,306.835
3900,20th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,44,,18,5,2015,23.2495714,87.8681751,0.229962145,10,306.228
3901,20th week,West Bengal,Hooghly,Cholera,32,,17,5,2015,22.9052114,88.3760639,0.251089744,,304.84
3902,20th week,West Bengal,Hooghly,Cholera,29,,11,5,2015,22.9052114,88.3760639,0.146526204,15,304.875
3903,20th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,77,,12,5,2015,24,87.583333,0.100121428,8,304.34
3904,20th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,11,,3,5,2015,22.0090841,82.578896,0.052440863,10,308.98
3905,20th week,Kerala,Kozhikode,Dengue,11,,21,4,2015,11.2450558,75.7754716,0.305289456,,
3906,20th week,Kerala,Pathanamthitta,Dengue,10,,21,4,2015,9.2780841,76.9737443,0.492990865,33,302.505
3907,20th week,Maharashtra,Gondia,Acute Diarrhoeal Disease,35,,4,5,2015,21.455228,80.1962729,0.00085321,8,311.14
3908,20th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,19,,22,4,2015,23.2495714,87.8681751,0.143717867,,305.824
3909,20th week,Gujarat,Aravalli,Acute Diarrhoeal Disease,112,,1,5,2015,23.48345905,73.39881244,0.00010172,,316.5766666
3910,21st week,Assam,Lakhimpur,Malaria,33,,19,5,2015,27.0827158,93.9978423,1.262654729,17,295.68
3911,21st week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,34,,23,5,2015,15.8309251,78.0425373,0.027135051,6,310.176
3912,21st week,Gujarat,Valsad,Acute Diarrhoeal Disease,20,,17,5,2015,20.43219565,73.1409893,0.054697574,,317.9133334
3913,21st week,Karnataka,Chikkaballapura,Acute Diarrhoeal Disease,16,,18,5,2015,13.4358702,77.7312434,0.598885092,7,
3914,21st week,Karnataka,Ramanagara,Acute Diarrhoeal Disease,8,,22,5,2015,12.7252766,77.2804797,0.542609589,10,302.7133334
3915,21st week,Odisha,Angul,Acute Diarrhoeal Disease,11,,20,5,2015,20.8382426,85.0973949,0.268853528,13,307.5833334
3916,21st week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,36,,19,5,2015,9.9696643,77.47420049,0.733164915,10,305.39
3917,21st week,West Bengal,Burdwan,Acute Diarrhoeal Disease,44,,18,5,2015,23.2495714,87.8681751,0.229962145,10,306.228
3918,21st week,Jammu and Kashmir,Jammu and Kashmir,Acute Diarrhoeal Disease,50,,11,5,2015,32.7185614,74.8580917,0.024830715,15,296.69
3919,22nd week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,16,,29,5,2015,13.1601048,79.15555062,0.106136538,13,309.49
3920,22nd week,Gujarat,Gandhi Nagar,Cholera,9,,25,5,2015,23.06016515,72.58063822,0.000134418,,319.152
3921,22nd week,Gujarat,Gandhi Nagar,Cholera,1,,25,5,2015,23.06016515,72.58063822,0.000134418,,319.152
3922,22nd week,Karnataka,Shimoga,Dengue,45,,20,5,2015,13.9326093,75.574978,0.382237109,13,301.395
3923,22nd week,Karnataka,Chikkaballapura,Acute Diarrhoeal Disease,14,,24,5,2015,13.4358702,77.7312434,0.186818274,,306.515
3924,22nd week,Karnataka,Kalburgi,Cholera,17,,25,5,2015,17.166667,77.083333,0.000224896,,317.47
3925,22nd week,Karnataka,Bijapur,Acute Diarrhoeal Disease,55,,27,5,2015,16.8269911,75.7175387,0.002501309,3,314.8233334
3926,22nd week,Karnataka,Tumkur,Dengue,38,,21,5,2015,13.3400771,77.1006208,0.690516891,9,304.485
3927,22nd week,Karnataka,Chitradurga,Chikungunya,23,,20,5,2015,14.2266443,76.4005122,0.361628244,7,307.005
3928,22nd week,Karnataka,Tumkur,Dengue,46,,25,5,2015,13.3400771,77.1006208,0.136183883,,306.15
3929,22nd week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,21,,26,5,2015,21.1498134,79.0820556,5.66E-05,4,322.784
3930,22nd week,Maharashtra,Nashik,Dengue,29,,24,5,2015,20.0112475,73.7902364,0.003372753,,316.2766666
3931,22nd week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,16,,21,5,2015,22.5,75.25,0.00027627,3,323.12
3932,22nd week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,273,,22,5,2015,21.825599,75.614182,9.82E-05,4,323.332
3933,22nd week,Rajasthan,Banswara,Acute Diarrhoeal Disease,24,,28,5,2015,23.4929453,74.34983641,0.00040381,4,316.5133334
3934,22nd week,Telangana,Warangal,Malaria,24,1,26,5,2015,17.9820644,79.5970954,0.000153026,4,316.86
3935,22nd week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,18,,27,5,2015,22.5760669,88.42006758,0.013303399,10,305.052
3936,22nd week,West Bengal,Purulia,Malaria,19,,26,5,2015,23.3291882,86.3672378,0.049083399,8,309
3937,22nd week,Assam,Marigaon,Malaria,10,,7,5,2015,26.290712,92.29221257,0.263699371,21,300.8433334
3938,22nd week,Kerala,Malappuram,Dengue,17,,28,4,2015,11.10684475,76.1099551,1.008540852,29,303.275
3939,23rd week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,16,,29,5,2015,13.1601048,79.15555062,0.106136538,13,309.49
3940,23rd week,Goa,South Goa,Dengue,20,,27,5,2015,15.21961365,74.1152813,0.066439241,22,303.248
3941,23rd week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,63,,1,6,2015,24.0294885,73.0459884,0.000169951,,317.6633334
3942,23rd week,Karnataka,Bangalore Urban,Dengue,16,,4,6,2015,12.94514225,77.553645,0.821550466,10,304.45
3943,23rd week,Karnataka,Tumkur,Dengue,23,,29,5,2015,13.3400771,77.1006208,0.028698907,9,309.85
3944,23rd week,Maharashtra,Ahmednagar,Acute Diarrhoeal Disease,15,,27,5,2015,19.1627725,74.8580243,0.000634129,3,317.87
3945,23rd week,Maharashtra,Bhandara,Acute Diarrhoeal Disease,10,,1,6,2015,21.12304765,79.79390882,0.007143357,,319.07
3946,23rd week,Mizoram,Champhai,Acute Diarrhoeal Disease,188,,30,5,2015,23.6317319,93.34931854,0.172044429,37,297.43
3947,23rd week,Tamil Nadu,Virudhunagar,Dengue,11,,31,5,2015,9.5208936,77.8784564,0.136521151,10,310.23
3948,23rd week,Karnataka,Kalburgi,Cholera,22,1,7,4,2015,17.166667,77.083333,0.001001716,,320.9633334
3949,23rd week,Kerala,Kannur,Dengue,41,,28,3,2015,11.8763836,75.3737973,,28,305.26
3950,23rd week,Kerala,Kozhikode,Dengue,24,,4,5,2015,11.2450558,75.7754716,0.235311564,,
3951,23rd week,Maharashtra,Pune,Acute Diarrhoeal Disease,10,,11,5,2015,18.521428,73.8544541,0.094457006,7,316.144
3952,23rd week,Karnataka,Chikkaballapur,Dengue And Chikungunya,657,,29,4,2015,13.6102243,77.5127721,0.199159767,6,308.2633334
3953,24th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,15,,8,6,2015,17.7222517,83.32670984,1.090899644,5,306.66
3954,24th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,15,,3,6,2015,21.1498134,79.0820556,0.020928749,3,318.536
3955,24th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,52,,5,6,2015,21.1498134,79.0820556,0.026030462,3,316.536
3956,24th week,Madhya Pradesh,Khargone,Cholera,44,,10,6,2015,21.825599,75.614182,0.045860987,,319.34
3957,24th week,Odisha,Angul,Acute Diarrhoeal Disease,28,,17,6,2015,20.8382426,85.0973949,0.739875029,,
3958,24th week,Odisha,Puri,Acute Diarrhoeal Disease,11,,12,6,2015,19.8076083,85.8252538,0.198170584,7,308.72
3959,24th week,Tamil Nadu,Salem,Dengue,15,,7,6,2015,11.0600516,77.0679581,0.238521734,11,304.09
3960,24th week,West Bengal,Jalpaiguri,Malaria,54,,15,6,2015,26.4733048,88.67886686,1.502784551,12,290.88
3961,24th week,West Bengal,Jalpaiguri,Malaria,83,,15,6,2015,26.4733048,88.67886686,1.502784551,12,290.88
3962,24th week,West Bengal,Midnapur West,Acute Diarrhoeal Disease,200,,9,6,2015,22.4205314,87.3219109,0.078640234,,311.7266666
3963,24th week,Gujarat,Sabarkantha,Dengue,22,,20,5,2015,24.0294885,73.0459884,0.004588629,6,319.7366666
3964,24th week,Karnataka,Tumkur,Dengue,12,,25,5,2015,13.3400771,77.1006208,0.136183883,,306.15
3965,24th week,Karnataka,Tumkur,Malaria,16,,29,5,2015,13.3400771,77.1006208,0.028698907,9,309.85
3966,24th week,Karnataka,Kolar,Dengue,66,,22,5,2015,13.1367201,78.1337246,0.533721342,9,304.5866666
3967,24th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,156,,23,4,2015,9.98408,76.2741457,0.687697677,,303.5666666
3968,24th week,Kerala,Idukki,Dengue,16,,2,4,2015,9.8497872,76.9797914,0.314691414,42,303.79
3969,24th week,Kerala,Kasaragod,Dengue,33,1,1,6,2015,12.5035577,74.9907022,0.566589771,,298.02
3970,24th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,43,,31,5,2015,21.1498134,79.0820556,0.016004712,4,319.4933334
3971,24th week,Tamil Nadu,Salem,Chikungunya,11,,2,6,2015,11.0600516,77.0679581,0.191435156,,305.8133334
3972,24th week,Uttar Pradesh,Kaushambi,Acute Diarrhoeal Disease,42,,1,6,2015,25.53609455,81.44672839,5.03E-05,,314.99
3973,25th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,71,,15,6,2015,14.6546235,77.55625984,0.159240505,5,313.15
3974,25th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,55,1,14,6,2015,13.1601048,79.15555062,0.48945949,14,306.42
3975,25th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,33,,19,6,2015,21.1882332,82.48484762,0.478057921,9,307.01
3976,25th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,16,,11,6,2015,21.1882332,82.48484762,0.100801146,8,306.615
3977,25th week,Gujarat,Bharuch,Acute Diarrhoeal Disease,45,,18,6,2015,21.75,73,0.446405597,,309.28
3978,25th week,Gujarat,Banaskantha,Acute Diarrhoeal Disease,38,,15,6,2015,24.172056,72.431134,0.019026436,6,312.375
3979,25th week,Gujarat,Mahesana,Acute Diarrhoeal Disease,10,,20,6,2015,23.6015557,72.3867981,0.081180338,5,311.545
3980,25th week,Gujarat,Morbi,Acute Diarrhoeal Disease,98,,12,6,2015,22.8176662,70.8345928,0.055726761,2,315.228
3981,25th week,Gujarat,Surat,Acute Diarrhoeal Disease,77,,11,6,2015,21.19177615,72.95441578,0.217567392,8,310.92
3982,25th week,Karnataka,Kalburgi,Cholera,156,,16,6,2015,17.166667,77.083333,0.687426363,2,318.38
3983,25th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,156,,15,6,2015,9.98408,76.2741457,1.07748408,29,299.0866666
3984,25th week,Maharashtra,Washim,Acute Diarrhoeal Disease,45,,12,6,2015,20.28741775,77.2369655,0.271717857,2,317.265
3985,25th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,10,,12,6,2015,20.32570375,78.11691397,0.17401591,3,317.035
3986,25th week,Madhya Pradesh,Agar Malwa,Acute Diarrhoeal Disease,18,,11,6,2015,23.9342963,76.14523314,0.026952244,3,320.9233334
3987,25th week,Madhya Pradesh,Nimach,Acute Diarrhoeal Disease,55,,19,6,2015,24.4624649,74.8501137,0.192804249,3,308.016
3988,25th week,Madhya Pradesh,Shajapur,Acute Diarrhoeal Disease,65,,16,6,2015,23.37074105,76.62051527,0.438602644,3,312.1
3989,25th week,Rajasthan,Hanumangarh,Acute Diarrhoeal Disease,30,,14,6,2015,29.5760254,74.3342203,0.07898036,3,313.3333334
3990,25th week,Rajasthan,Bhilwara,Acute Diarrhoeal Disease,82,,19,6,2015,25.48877345,74.69961284,0.034170288,5,311.8566666
3991,25th week,Rajasthan,Bhilwara,Acute Diarrhoeal Disease,73,,19,6,2015,25.48877345,74.69961284,0.034170288,5,311.8566666
3992,25th week,Tamil Nadu,Ramanathapuram,Acute Diarrhoeal Disease,12,,19,6,2015,9.3895523,78.85907072,,8,312.6733334
3993,25th week,Tamil Nadu,Virudhunagar- Sivakasi,Dengue,47,,18,6,2015,9.4477045,77.8000434,0.052693742,,312.66
3994,25th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,14,,26,6,2015,23.2495714,87.8681751,0.955586821,,
3995,25th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,213,,23,6,2015,22.3599134,87.41331448,0.705974958,11,303.48
3996,25th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,54,,11,6,2015,22.3599134,87.41331448,0.041251392,6,308.405
3997,25th week,Kerala,Idukki,Dengue,11,,16,5,2015,9.8497872,76.9797914,1.219305999,,
3998,25th week,Karnataka,Tumkur,Dengue,35,,29,5,2015,13.3400771,77.1006208,0.028698907,9,309.85
3999,25th week,Karnataka,Tumkur,Chikungunya,32,,7,6,2015,13.3400771,77.1006208,0.571724339,10,301.31
4000,25th week,Karnataka,Kolar,Dengue,27,,8,6,2015,13.1367201,78.1337246,0.399890747,11,307.71
4001,25th week,Karnataka,Bangalore Urban,Dengue,16,,9,6,2015,12.94514225,77.553645,0.334163763,,304.41
4002,25th week,Tamil Nadu,Tiruchirapalli,Dengue,11,,8,6,2015,10.8219673,78.6830614,0.177785973,10,309.8933334
4003,26th week,Gujarat,Navsari,Acute Diarrhoeal Disease,16,,26,6,2015,20.952407,72.9323831,1.366120498,,
4004,26th week,Gujarat,Narmada,Cholera,15,,24,6,2015,21.8678464,73.5025585,0.186134937,7,307.94
4005,26th week,Jharkhand,Lohardaga,Acute Diarrhoeal Disease,23,,24,6,2015,23.46920055,84.73568423,0.975313547,8,310
4006,26th week,Karnataka,Shimoga,Chikungunya,16,,20,6,2015,13.9326093,75.574978,0.78118912,4,
4007,26th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,55,,28,6,2015,14.2266443,76.4005122,0.109131937,7,302.1733334
4008,26th week,Maharashtra,Dhule,Acute Diarrhoeal Disease,13,,21,6,2015,21.13170235,74.48990147,0.467192308,3,308.9866666
4009,26th week,Maharashtra,Dhule,Acute Diarrhoeal Disease,63,1,26,6,2015,21.13170235,74.48990147,0.622034158,,311.1
4010,26th week,Maharashtra,Gadchiroli,Acute Diarrhoeal Disease,61,,22,6,2015,19.75907035,80.16228073,2.708234172,7,
4011,26th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,32,,22,6,2015,20.84288265,75.52612464,0.227233849,4,312.1
4012,26th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,64,,19,6,2015,20.84288265,75.52612464,0.440826773,4,312.36
4013,26th week,Maharashtra,Nagpur,Cholera,22,,18,6,2015,21.1498134,79.0820556,0.899102737,,314.75
4014,26th week,Madhya Pradesh,Betul,Malaria,65,,20,6,2015,21.8796162,77.87568125,0.576127559,14,306.2333334
4015,26th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,48,,23,6,2015,21.825599,75.614182,0.383758669,7,310.9
4016,26th week,Odisha,Nayagarh,Acute Diarrhoeal Disease,30,,29,6,2015,20.1160666,85.11195644,0.303901672,18,305.7666666
4017,26th week,Odisha,Malkangiri,Malaria,167,,28,6,2015,18.35835435,81.89823749,0.567560498,10,300.56
4018,26th week,Tamil Nadu,Virudhunagar- Sivakasi,Dengue,13,,23,6,2015,9.4477045,77.8000434,0.047872981,8,310.14
4019,26th week,West Bengal,Purulia,Malaria,21,,23,6,2015,23.3291882,86.3672378,0.392297166,9,303.3933334
4020,26th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,95,,29,6,2015,22.3599134,87.41331448,1.02378928,6,
4021,26th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,20,,1,7,2015,22.3599134,87.41331448,1.16591962,6,
4022,26th week,Arunachal Pradesh,East Siang,Dengue,68,,8,6,2015,28.3,95.15,4.401960024,17,297.15
4023,26th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,42,,16,6,2015,20.9727404,80.69155548,0.649673721,8,312.42
4024,26th week,Jammu and Kashmir,Rajouri,Acute Diarrhoeal Disease,35,,8,6,2015,33.3772495,74.3132332,1.310911652,13,296.98
4025,26th week,Karnataka,Tumkur,Chikungunya,114,,29,4,2015,13.3400771,77.1006208,0.186188611,8,308.64
4026,26th week,Karnataka,Kolar,Dengue,53,,8,6,2015,13.1367201,78.1337246,0.399890747,11,307.71
4027,26th week,Karnataka,Udupi,Dengue,176,,2,6,2015,13.3419169,74.7473232,0.315684316,,305
4028,26th week,Kerala,Ernakulam,Dengue,14,,15,5,2015,9.98408,76.2741457,1.663088349,10,
4029,26th week,Maharashtra,Bhandara,Acute Diarrhoeal Disease,18,,8,6,2015,21.12304765,79.79390882,0.032047825,4,314.75
4030,26th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,16,,16,6,2015,21.1498134,79.0820556,0.620674058,4,316.4666666
4031,26th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,58,,15,6,2015,20.32570375,78.11691397,0.56048845,3,315.1066666
4032,27th week,Chhattisgarh,Bemetara,Acute Diarrhoeal Disease,22,,28,6,2015,21.6783969,81.43047623,0.714159657,4,310.08
4033,27th week,Chhattisgarh,Mungeli,Acute Diarrhoeal Disease,66,,27,6,2015,22.0661098,81.6874282,0.958771059,13,303.84
4034,27th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,17,,1,7,2015,21.1882332,82.48484762,0.298851477,11,302.1
4035,27th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,31,,29,6,2015,24.0294885,73.0459884,0.809061637,6,301.285
4036,27th week,Karnataka,Gadag,Chikungunya,30,,3,7,2015,15.4206667,75.6225644,0.155822043,,306.01
4037,27th week,Karnataka,Belgaum,Cholera,9,,30,6,2015,15.8572666,74.5069343,0.672028571,10,299.32
4038,27th week,Karnataka,Raichur,Acute Diarrhoeal Disease,59,,1,7,2015,16.083333,77.166667,0.042705985,3,309.4866666
4039,27th week,Maharashtra,Aurangabad,Acute Diarrhoeal Disease,85,,29,6,2015,19.877263,75.3390241,0.708806225,6,307.2133334
4040,27th week,Maharashtra,Amravati,Acute Diarrhoeal Disease,56,,1,7,2015,20.9521098,77.7333168,0.027676762,4,310.9466666
4041,27th week,Maharashtra,Kolhapur,Malaria,48,,26,6,2015,16.7028412,74.2405329,0.954282209,,301.78
4042,27th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,57,,1,7,2015,17.1726928,74.58676543,0.070998903,9,303.4066666
4043,27th week,Maharashtra,Thane,Acute Diarrhoeal Disease,20,,30,6,2015,19.1943294,72.9701779,1.097223606,11,301.71
4044,27th week,Maharashtra,Thane,Acute Diarrhoeal Disease,18,,2,7,2015,19.1943294,72.9701779,0.417211352,11,301.5666666
4045,27th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,18,,27,6,2015,21.825599,75.614182,0.501286039,10,307.56
4046,27th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,27,,29,6,2015,21.825599,75.614182,0.306029539,10,306.3
4047,27th week,Madhya Pradesh,Panna,Cholera,56,2,1,7,2015,24.5,80.25,0.65325202,8,304.1333334
4048,27th week,Odisha,Khurda,Acute Diarrhoeal Disease,24,,1,7,2015,20.1540594,85.7086509,0.472105871,10,306.23
4049,27th week,Tamil Nadu,Tiruvannamalai,Dengue,8,,1,7,2015,12.22721295,79.07015555,0.049235164,11,308.36
4050,27th week,Tamil Nadu,Kancheepuram,Dengue,9,,2,7,2015,12.87960515,79.70427615,0.03157147,10,309.1133334
4051,27th week,Tamil Nadu,Krishnagiri,Dengue,8,,4,7,2015,12.5188835,78.2206536,0.066104685,,305.8466666
4052,27th week,Tamil Nadu,Vellore,Chikungunya,14,,26,6,2015,12.7948109,79.0006411,0.020328664,,306.64
4053,27th week,West Bengal,Nadia,Acute Diarrhoeal Disease,59,,26,6,2015,23.48454125,88.55676307,0.975770011,,300.85
4054,27th week,West Bengal,South 24 parganas,Acute Diarrhoeal Disease,18,,27,6,2015,22.5760669,88.42006758,0.999571867,4,
4055,27th week,Karnataka,Tumkur,Chikungunya,40,,22,6,2015,13.3400771,77.1006208,0.443774355,6,
4056,27th week,Kerala,Ernakulam,Dengue,18,,26,3,2015,9.98408,76.2741457,0.029815735,34,304.24
4057,27th week,Kerala,Ernakulam,Dengue,18,,16,6,2015,9.98408,76.2741457,1.160995496,29,301.65
4058,27th week,Kerala,Malappuram,Dengue,15,1,19,5,2015,11.10684475,76.1099551,2.92197665,18,300.92
4059,27th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,15,,20,6,2015,20.32570375,78.11691397,0.829125126,3,312.84
4060,28th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,101,,6,7,2015,14.4752936,78.8216861,0.009533109,7,307.27
4061,28th week,Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,29,,8,7,2015,16.99842865,81.71561488,0.10255748,16,302.88
4062,28th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,41,,10,7,2015,30.1389108,77.301064,0.714428752,4,300.66
4063,28th week,Karnataka,Koppal,Acute Diarrhoeal Disease,24,1,6,7,2015,15.3484144,76.1547421,0.057816048,4,307.315
4064,28th week,Karnataka,Tumkur,Chikungunya,21,,6,7,2015,13.3400771,77.1006208,0.126433937,8,304.28
4065,28th week,Karnataka,Bidar,Cholera,24,,4,7,2015,18.083333,77.333333,0.021850669,,310.7466666
4066,28th week,Maharashtra,Beed,Acute Diarrhoeal Disease,40,,1,7,2015,18.9918442,75.909784,0.031123178,4,312.1933334
4067,28th week,Maharashtra,Chandrapur,Acute Diarrhoeal Disease,95,,29,6,2015,20.0967555,79.50454752,0.143606172,12,300.58
4068,28th week,Maharashtra,Dhule,Acute Diarrhoeal Disease,22,,9,7,2015,21.13170235,74.48990147,0.025277486,5,305.78
4069,28th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,22,,3,7,2015,20.84288265,75.52612464,0.016212265,,311.4133334
4070,28th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,11,,24,6,2015,20.32570375,78.11691397,3.608755405,3,
4071,28th week,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,13,2,8,7,2015,22.0333621,74.8978374,0.046302446,4,303.275
4072,28th week,Madhya Pradesh,Burhanpur,Acute Diarrhoeal Disease,10,,4,7,2015,21.3118839,76.2291992,0.003498904,,312.24
4073,28th week,Madhya Pradesh,Shajapur,Acute Diarrhoeal Disease,32,,7,7,2015,23.37074105,76.62051527,0.011705338,6,305.21
4074,28th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,41,,5,7,2015,19.75,83,1.813556761,13,304.25
4075,28th week,Tamil Nadu,Tiruvannamalai,Dengue,118,,7,7,2015,12.22721295,79.07015555,0.049278871,10,309.54
4076,28th week,Telangana,Hyderabad,Acute Diarrhoeal Disease,55,,5,7,2015,17.360589,78.4740613,0.022018966,7,308.18
4077,28th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,36,,12,7,2015,23.2495714,87.8681751,1.751969541,,
4078,28th week,Chhattisgarh,Durg,Acute Diarrhoeal Disease,22,,28,6,2015,21.19903535,81.39795456,1.081352977,5,
4079,28th week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,17,,29,6,2015,21.2380912,81.6336993,0.150758699,5,286.78
4080,28th week,Kerala,Kozhikode,Dengue,24,1,4,5,2015,11.2450558,75.7754716,0.235311564,,
4081,28th week,Kerala,Palakkad,Dengue,42,,19,6,2015,10.78789845,76.47408711,0.592030934,6,297.3
4082,28th week,Tamil Nadu,Vellore,Chikungunya,14,,29,6,2015,12.7948109,79.0006411,0.011435423,13,305.235
4083,29th week,Andhra Pradesh,Krishna,Dengue,140,,15,7,2015,16.21399145,81.02572814,0.092761537,5,305.325
4084,29th week,Bihar,Samastipur,Acute Diarrhoeal Disease,107,,15,7,2015,25.7744929,85.86626813,0.870765288,6,294.56
4085,29th week,Gujarat,Anand,Acute Diarrhoeal Disease,49,,15,7,2015,22.5584995,72.9625629,0.088554401,5,308.1866666
4086,29th week,Gujarat,Navsari,Acute Diarrhoeal Disease,21,,14,7,2015,20.952407,72.9323831,0.109825756,5,300.02
4087,29th week,Gujarat,Navsari,Acute Diarrhoeal Disease,26,,12,7,2015,20.952407,72.9323831,0.12669218,,301.34
4088,29th week,Jammu and Kashmir,Kathua,Acute Diarrhoeal Disease,152,,15,7,2015,32.4288215,75.56286458,1.049810362,12,303.18
4089,29th week,Karnataka,Bidar,Acute Diarrhoeal Disease,20,,15,7,2015,18.083333,77.333333,0.040093131,3,309.165
4090,29th week,Karnataka,Haveri,Acute Diarrhoeal Disease,43,,12,7,2015,14.7874825,75.3996731,0.494658922,,297.94
4091,29th week,Karnataka,Raichur,Acute Diarrhoeal Disease,26,,8,7,2015,16.083333,77.166667,0.010737982,3,309.21
4092,29th week,Karnataka,Haveri,Acute Diarrhoeal Disease,14,,12,7,2015,14.7874825,75.3996731,0.494658922,,297.94
4093,29th week,Madhya Pradesh,Jhabua,Acute Diarrhoeal Disease,47,,13,7,2015,22.88585225,74.72513369,0.084681718,5,308
4094,29th week,Maharashtra,Gadchiroli,Malaria,37,1,9,7,2015,19.75907035,80.16228073,0.044331357,18,303.36
4095,29th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,107,,12,7,2015,20.84288265,75.52612464,0.039604315,,308.6333334
4096,29th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,71,,13,7,2015,20.0112475,73.7902364,0.379310294,8,302.465
4097,29th week,Maharashtra,Satara,Acute Diarrhoeal Disease,56,,13,7,2015,17.63612885,74.29827808,0.08393104,7,304.876
4098,29th week,Uttar Pradesh,Lucknow,Acute Diarrhoeal Disease,17,,11,7,2015,26.8420098,80.94785711,1.010651082,,
4099,29th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,12,,15,7,2015,23.41146995,87.84499445,1.938187705,5,301.51
4100,29th week,Bihar,Purnia,Acute Diarrhoeal Disease,17,,2,7,2015,26,87.5,1.136184013,7,
4101,29th week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,208,,7,7,2015,21.2380912,81.6336993,0.167992345,9,300.44
4102,29th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,16,,3,7,2015,24.0294885,73.0459884,0.034450126,,301.31
4103,29th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,97,,7,7,2015,19.91883295,75.87085986,0.005347359,5,310.528
4104,29th week,Madhya Pradesh,Betul,Malaria,40,,3,7,2015,21.8796162,77.87568125,0.034646301,,305.66
4105,29th week,West Bengal,Purulia,Acute Diarrhoeal Disease,23,,15,5,2015,23.3291882,86.3672378,0.091941518,8,310.98
4106,29th week,West Bengal,Purulia,Malaria,30,,23,6,2015,23.3291882,86.3672378,0.392297166,9,303.3933334
4107,29th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,89,,29,6,2015,24.0294885,73.0459884,0.809061637,6,301.285
4108,30th week,Chandigarh,Chandigarh,Cholera,2,,20,7,2015,30.72984395,76.78414567,1.780779828,,301.295
4109,30th week,Chhattisgarh,Rajnandgaon,Malaria,6,,16,7,2015,20.9727404,80.69155548,2.340106948,17,302.75
4110,30th week,Gujarat,Anand,Acute Diarrhoeal Disease,22,,19,7,2015,22.5584995,72.9625629,0.11036389,,308.31
4111,30th week,Gujarat,Surat,Acute Diarrhoeal Disease,15,,16,7,2015,21.19177615,72.95441578,0.1889405,8,301.42
